,id,title,categories,abstract,doi,created,updated,authors
1600,2408.10543,diff-pcc: diffusion-based neural compression for 3d point clouds,cs.cv cs.ai eess.iv,"stable diffusion networks have emerged as a groundbreaking development for their ability to produce realistic and detailed visual content. this characteristic renders them ideal decoders, capable of producing high-quality and aesthetically pleasing reconstructions. in this paper, we introduce the first diffusion-based point cloud compression method, dubbed diff-pcc, to leverage the expressive power of the diffusion model for generative and aesthetically superior decoding. different from the conventional autoencoder fashion, a dual-space latent representation is devised in this paper, in which a compressor composed of two independent encoding backbones is considered to extract expressive shape latents from distinct latent spaces. at the decoding side, a diffusion-based generator is devised to produce high-quality reconstructions by considering the shape latents as guidance to stochastically denoise the noisy point clouds. experiments demonstrate that the proposed diff-pcc achieves state-of-the-art compression performance (e.g., 7.711 db bd-psnr gains against the latest g-pcc standard at ultra-low bitrate) while attaining superior subjective quality. source code will be made publicly available.",,2024-08-20,,"['kai liu', 'kang you', 'pan gao']"
1601,2408.10547,"semi-on-demand off-peak transit services with shared autonomous vehicles   -- service planning, simulation, and analysis in munich, germany",eess.sy cs.sy math.oc,"this study investigates the implementation of semi-on-demand (sod) hybrid-route services using shared autonomous vehicles (savs) on existing transit lines. sod services combine the cost efficiency of fixed-route buses with the flexibility of on-demand services. savs first serve all scheduled fixed-route stops, then drop off and pick up passengers in the pre-determined flexible-route portion, and return to the fixed route. this study addresses four key questions: optimal fleet and vehicle sizes for peak-hour fixed-route services with savs and during transition (from drivers to autonomous vehicles), optimal off-peak sod service planning, and suitable use cases. the methodology combines analytical modeling for service planning with agent-based simulation for operational analysis. we examine ten bus routes in munich, germany, considering full sav and transition scenarios with varying proportions of drivers. our findings demonstrate that the lower operating costs of savs improve service quality through increased frequency and smaller vehicles, even in transition scenarios. the reduced headway lowers waiting time and also favors more flexible-route operation in sod services. the optimal sod settings range from fully flexible to hybrid routes, where higher occupancy from the terminus favors shorter flexible routes. during the transition phase, limited fleet size and higher headways constrain the benefits of flexible-route operations. the simulation results corroborate the sod benefits of door-to-door convenience, attracting more passengers without excessive detours and operator costs at moderate flexible-route lengths, and validate the analytical model.",,2024-08-20,,"['max t. m. ng', 'roman engelhardt', 'florian dandl', 'vasileios volakakis', 'hani s. mahmassani', 'klaus bogenberger']"
1602,2408.10548,"language modeling on tabular data: a survey of foundations, techniques   and evolution",cs.cl,"tabular data, a prevalent data type across various domains, presents unique challenges due to its heterogeneous nature and complex structural relationships. achieving high predictive performance and robustness in tabular data analysis holds significant promise for numerous applications. influenced by recent advancements in natural language processing, particularly transformer architectures, new methods for tabular data modeling have emerged. early techniques concentrated on pre-training transformers from scratch, often encountering scalability issues. subsequently, methods leveraging pre-trained language models like bert have been developed, which require less data and yield enhanced performance. the recent advent of large language models, such as gpt and llama, has further revolutionized the field, facilitating more advanced and diverse applications with minimal fine-tuning. despite the growing interest, a comprehensive survey of language modeling techniques for tabular data remains absent. this paper fills this gap by providing a systematic review of the development of language modeling for tabular data, encompassing: (1) a categorization of different tabular data structures and data types; (2) a review of key datasets used in model training and tasks used for evaluation; (3) a summary of modeling techniques including widely-adopted data processing methods, popular architectures, and training objectives; (4) the evolution from adapting traditional pre-training/pre-trained language models to the utilization of large language models; (5) an identification of persistent challenges and potential future research directions in language modeling for tabular data analysis. github page associated with this survey is available at: https://github.com/lanxiang1017/language-modeling-on-tabular-data-survey.git.",,2024-08-20,,"['yucheng ruan', 'xiang lan', 'jingying ma', 'yizhi dong', 'kai he', 'mengling feng']"
1603,2408.10549,ai-based ivr,cs.ai,"the use of traditional ivr (interactive voice response) methods often proves insufficient to meet customer needs. this article examines the application of artificial intelligence (ai) technologies to enhance the efficiency of ivr systems in call centers. a proposed approach is based on the integration of speech-to-text conversion solutions, text query classification using large language models (llm), and speech synthesis. special attention is given to adapting these technologies to work with the kazakh language, including fine-tuning models on specialized datasets. the practical aspects of implementing the developed system in a real call center for query classification are described. the research results demonstrate that the application of ai technologies in call center ivr systems reduces operator workload, improves customer service quality, and increases the efficiency of query processing. the proposed approach can be adapted for use in call centers operating with various languages.",,2024-08-20,,"['gassyrbek kosherbay', 'nurgissa apbaz']"
1604,2408.10554,ethics of software programming with generative ai: is programming   without generative ai always radical?,cs.se,"this paper provides a comprehensive analysis of generative ai (genai) potential to revolutionise software coding through increased efficiency and reduced time span for writing code. it acknowledges the transformative power of genai in software code generation, while also cautioning against the inherent risks of bias and errors if left unchecked. emphasising the irreplaceable value of traditional programming, it posits that genai is not a replacement but a complementary tool for writing software code. ethical considerations are paramount with the paper advocating for stringent ethical guidelines to ensure genai serves the greater good and does not compromise on accountability in writing software code. it suggests a balanced approach, combining human oversight with ai's capabilities, to mitigate risks and enhance reliability. the paper concludes by proposing guidelines for genai utilisation in coding, which will empower developers to navigate its complexities and employ it responsibly. this approach addresses current ethical concerns and sets a foundation for the judicious use of genai in the future, ensuring its benefits are harnessed effectively while maintaining moral integrity.",,2024-08-20,,"['marcellin atemkeng', 'sisipho hamlomo', 'brian welman', 'nicole oyentunji', 'pouya ataei', 'jean louis k. e fendji']"
1605,2408.10555,target-prompt online graph collaborative learning for temporal qos   prediction,cs.lg cs.ir,"in service-oriented architecture, accurately predicting the quality of service (qos) is vital for maintaining reliability and enhancing user satisfaction. however, current methods often neglect high-order latent collaborative relationships and fail to dynamically adjust feature learning for specific user-service invocations, which are critical for precise feature extraction. moreover, relying on rnns to capture qos evolution limits the ability to detect long-term trends due to challenges in managing long-range dependencies. to address these issues, we propose the target-prompt online graph collaborative learning (togcl) framework for temporal qos prediction. it leverages a dynamic user-service invocation graph to comprehensively model historical interactions. building on this graph, it develops a target-prompt graph attention network to extract online deep latent features of users and services at each time slice, considering implicit target-neighboring collaborative relationships and historical qos values. additionally, a multi-layer transformer encoder is employed to uncover temporal feature evolution patterns, enhancing temporal qos prediction. extensive experiments on the ws-dream dataset demonstrate that togcl significantly outperforms state-of-the-art methods across multiple metrics, achieving improvements of up to 38.80\%. these results underscore the effectiveness of togcl for temporal qos prediction.",,2024-08-20,,"['shengxiang hu', 'guobing zou', 'song yang', 'shiyi lin', 'bofeng zhang', 'yixin chen']"
1606,2408.10556,hokoff: real game dataset from honor of kings and its offline   reinforcement learning benchmarks,cs.ai cs.lg,"the advancement of offline reinforcement learning (rl) and offline multi-agent reinforcement learning (marl) critically depends on the availability of high-quality, pre-collected offline datasets that represent real-world complexities and practical applications. however, existing datasets often fall short in their simplicity and lack of realism. to address this gap, we propose hokoff, a comprehensive set of pre-collected datasets that covers both offline rl and offline marl, accompanied by a robust framework, to facilitate further research. this data is derived from honor of kings, a recognized multiplayer online battle arena (moba) game known for its intricate nature, closely resembling real-life situations. utilizing this framework, we benchmark a variety of offline rl and offline marl algorithms. we also introduce a novel baseline algorithm tailored for the inherent hierarchical action space of the game. we reveal the incompetency of current offline rl approaches in handling task complexity, generalization and multi-task learning.",,2024-08-20,,"['yun qu', 'boyuan wang', 'jianzhun shao', 'yuhang jiang', 'chen chen', 'zhenbin ye', 'lin liu', 'junfeng yang', 'lin lai', 'hongyang qin', 'minwen deng', 'juchao zhuo', 'deheng ye', 'qiang fu', 'wei yang', 'guang yang', 'lanxiao huang', 'xiangyang ji']"
1607,2408.10557,speech representation learning revisited: the necessity of separate   learnable parameters and robust data augmentation,cs.cl,"speech modeling methods learn one embedding for a fixed segment of speech, typically in between 10-25 ms. the information present in speech can be divided into two categories: ""what is being said"" (content) and ""how it is expressed"" (other) and these two are orthogonal in nature causing the optimization algorithm to find a sub-optimal solution if forced to optimize together. this leads to sub-optimal performance in one or all downstream tasks as shown by previous studies. current self-supervised learning (ssl) methods such as hubert are very good at modeling the content information present in speech. data augmentation improves the performance on tasks which require effective modeling of other information but this leads to a divided capacity of the model. in this work, we conduct a preliminary study to understand the importance of modeling other information using separate learnable parameters. we propose a modified version of hubert, termed other hubert (o-hubert), to test our hypothesis. our findings are twofold: first, the o-hubert method is able to utilize all layers to build complex features to encode other information; second, a robust data augmentation strategy is essential for learning the information required by tasks that depend on other information and to achieve state-of-the-art (sota) performance on the superb benchmark with a similarly sized model (100 million parameters) and pre-training data (960 hours).",,2024-08-20,,"['hemant yadav', 'sunayana sitaram', 'rajiv ratn shah']"
1608,2408.10561,icsd: an open-source dataset for infant cry and snoring detection,cs.sd eess.as,"the detection and analysis of infant cry and snoring events are crucial tasks within the field of audio signal processing. while existing datasets for general sound event detection are plentiful, they often fall short in providing sufficient, strongly labeled data specific to infant cries and snoring. to provide a benchmark dataset and thus foster the research of infant cry and snoring detection, this paper introduces the infant cry and snoring detection (icsd) dataset, a novel, publicly available dataset specially designed for icsd tasks. the icsd comprises three types of subsets: a real strongly labeled subset with event-based labels annotated manually, a weakly labeled subset with only clip-level event annotations, and a synthetic subset generated and labeled with strong annotations. this paper provides a detailed description of the icsd creation process, including the challenges encountered and the solutions adopted. we offer a comprehensive characterization of the dataset, discussing its limitations and key factors for icsd usage. additionally, we conduct extensive experiments on the icsd dataset to establish baseline systems and offer insights into the main factors when using this dataset for icsd research. our goal is to develop a dataset that will be widely adopted by the community as a new open benchmark for future icsd research.",,2024-08-20,,"['qingyu liu', 'longfei song', 'dongxing xu', 'yanhua long']"
1609,2408.10562,kalib: markerless hand-eye calibration with keypoint tracking,cs.ro cs.cv,"hand-eye calibration involves estimating the transformation between the camera and the robot. traditional methods rely on fiducial markers, involving much manual labor and careful setup. recent advancements in deep learning offer markerless techniques, but they present challenges, including the need for retraining networks for each robot, the requirement of accurate mesh models for data generation, and the need to address the sim-to-real gap. in this letter, we propose kalib, an automatic and universal markerless hand-eye calibration pipeline that leverages the generalizability of visual foundation models to eliminate these barriers. in each calibration process, kalib uses keypoint tracking and proprioceptive sensors to estimate the transformation between a robot's coordinate space and its corresponding points in camera space. our method does not require training new networks or access to mesh models. through evaluations in simulation environments and the real-world dataset droid, kalib demonstrates superior accuracy compared to recent baseline methods. this approach provides an effective and flexible calibration process for various robot systems by simplifying setup and removing dependency on precise physical markers.",,2024-08-20,,"['tutian tang', 'minghao liu', 'wenqiang xu', 'cewu lu']"
1610,2408.10563,the stable model semantics for higher-order logic programming,cs.lo cs.ai cs.pl,"we propose a stable model semantics for higher-order logic programs. our semantics is developed using approximation fixpoint theory (aft), a powerful formalism that has successfully been used to give meaning to diverse non-monotonic formalisms. the proposed semantics generalizes the classical two-valued stable model semantics of (gelfond and lifschitz 1988) as-well-as the three-valued one of (przymusinski 1990), retaining their desirable properties. due to the use of aft, we also get for free alternative semantics for higher-order logic programs, namely supported model, kripke-kleene, and well-founded. additionally, we define a broad class of stratified higher-order logic programs and demonstrate that they have a unique two-valued higher-order stable model which coincides with the well-founded semantics of such programs. we provide a number of examples in different application domains, which demonstrate that higher-order logic programming under the stable model semantics is a powerful and versatile formalism, which can potentially form the basis of novel asp systems.",,2024-08-20,,"['bart bogaerts', 'angelos charalambidis', 'giannos chatziagapis', 'babis kostopoulos', 'samuele pollaci', 'panos rondogiannis']"
1611,2408.10564,fault tolerant dynamic task assignment for uav-based search teams,eess.sy cs.sy,"this research offers a novel framework for dynamic task assignment for unmanned aerial vehicles (uavs) in cooperative search settings. notably, it incorporates post-fault uav capabilities into job assignment techniques, assuring operational dependability in the event of sensor and actuator failures. a significant innovation is the utilization of uav battery charge to assess range relative to search objectives, hence improving job distribution while conserving battery life. this model integrates repair, recharge, and stochastic goal recurrence, hence increasing its real-world applicability. using stochastic dynamic programming, this method makes it simpler to determine optimal assignment policies offline so they may be implemented rapidly online. this paper emphasizes the holistic aspect of the proposed model, which connects high-level task rules to low-level control capabilities. a simulation-based case study proves its usefulness, highlighting its robustness in fault-prone and battery-variable settings. overall, this paper proposes and demonstrates a comprehensive method for assigning uav tasks that integrates defect awareness, battery management, and multilayer control through the use of stochastic dynamic programming.",,2024-08-20,,"['ali nasir', 'mohammad aldurgam']"
1612,2408.10566,sparsegrow: addressing growth-induced forgetting in task-agnostic   continual learning,cs.lg cs.ai,"in continual learning (cl), model growth enhances adaptability over new data, improving knowledge retention for more tasks. however, improper model growth can lead to severe degradation of previously learned knowledge, an issue we name as growth-induced forgetting (gift), especially in task-agnostic cl using entire grown model for inference. existing works, despite adopting model growth and random initialization for better adaptability, often fail to recognize the presence of gift caused by improper model growth. this oversight limits comprehensive control of forgetting and hinders full utilization of model growth. we are the first in cl to identify this issue and conduct an in-depth study on root cause of gift, where layer expansion stands out among model growth strategies, widening layers without affecting model functionality. yet, direct adoption of layer expansion presents challenges. it lacks data-driven control and initialization of expanded parameters to balance adaptability and knowledge retention. this paper presents a novel sparsegrow approach to overcome the issue of gift while enhancing adaptability over new data. sparsegrow employs data-driven sparse layer expansion to control efficient parameter usage during growth, reducing gift from excessive growth and functionality changes. it also combines sparse growth with on-data initialization at training late-stage to create partially 0-valued expansions that fit learned distribution, enhancing retention and adaptability. to further minimize forgetting, freezing is applied by calculating the sparse mask, allowing data-driven preservation of important parameters. through experiments across datasets with various settings, cases and task numbers, we demonstrate the necessity of layer expansion and showcase the effectiveness of sparsegrow in overcoming gift, highlighting its adaptability and knowledge retention for incremental tasks.",,2024-08-20,,"['yuqing zhao', 'divya saxena', 'jiannong cao', 'xiaoyun liu', 'changlin song']"
1613,2408.10567,prompt your brain: scaffold prompt tuning for efficient adaptation of   fmri pre-trained model,q-bio.nc cs.ai cs.cv cs.lg,"we introduce scaffold prompt tuning (scapt), a novel prompt-based framework for adapting large-scale functional magnetic resonance imaging (fmri) pre-trained models to downstream tasks, with high parameter efficiency and improved performance compared to fine-tuning and baselines for prompt tuning. the full fine-tuning updates all pre-trained parameters, which may distort the learned feature space and lead to overfitting with limited training data which is common in fmri fields. in contrast, we design a hierarchical prompt structure that transfers the knowledge learned from high-resource tasks to low-resource ones. this structure, equipped with a deeply-conditioned input-prompt (dip) mapping module, allows for efficient adaptation by updating only 2% of the trainable parameters. the framework enhances semantic interpretability through attention mechanisms between inputs and prompts, and it clusters prompts in the latent space in alignment with prior knowledge. experiments on public resting state fmri datasets reveal scapt outperforms fine-tuning and multitask-based prompt tuning in neurodegenerative diseases diagnosis/prognosis and personality trait prediction, even with fewer than 20 participants. it highlights scapt's efficiency in adapting pre-trained fmri models to low-resource tasks.",,2024-08-20,,"['zijian dong', 'yilei wu', 'zijiao chen', 'yichi zhang', 'yueming jin', 'juan helen zhou']"
1614,2408.10568,constrained behavior cloning for robotic learning,cs.ro,"behavior cloning (bc) is a popular supervised imitation learning method in the societies of robotics, autonomous driving, etc., wherein complex skills can be learned by direct imitation from expert demonstrations. despite its rapid development, it is still affected by limited field of view where accumulation of sensors and joint noise bring compounding errors. in this paper, we introduced geometrically and historically constrained behavior cloning (ghcbc) to dominantly consider high-level state information inspired by neuroscientists, wherein the geometrically constrained behavior cloning were used to geometrically constrain predicting poses, and the historically constrained behavior cloning were utilized to temporally constrain action sequences. the synergy between these two types of constrains enhanced the bc performance in terms of robustness and stability. comprehensive experimental results showed that success rates were improved by 29.73% in simulation and 39.4% in real robot experiments in average, respectively, compared to state-of-the-art bc method, especially in long-term operational scenes, indicating great potential of using the ghcbc for robotic learning.",,2024-08-20,,"['wensheng liang', 'jun xie', 'zhicheng wang', 'jianwei tan', 'xiaoguang ma']"
1615,2408.10569,navigating dimensionality through state machines in automotive system   validation,cs.ro,"the increasing automation of vehicles is resulting in the integration of more extensive in-vehicle sensor systems, electronic control units, and software. additionally, vehicle-to-everything communication is seen as an opportunity to extend automated driving capabilities through information from a source outside the ego vehicle. however, the validation and verification of automated driving functions already pose a challenge due to the number of possible scenarios that can occur for a driving function, which makes it difficult to achieve comprehensive test coverage. currently, the establishment of safety of the intended functionality ( sotif ) mandates the implementation of scenario-based testing. the introduction of additional external systems through vehicle-to-everything further complicates the problem and increases the scenario space. in this paper, a methodology based on state charts is proposed for modeling the interaction with external systems, which may remain as black boxes. this approach leverages the testability and coverage analysis inherent in state charts by combining them with scenario-based testing. the overall objective is to reduce the space of scenarios necessary for testing a networked driving function and to streamline validation and verification. the utilization of this approach is demonstrated using a simulated signalized intersection with a roadside unit that detects vulnerable road users.",,2024-08-20,,"['laurenz adolph', 'barbara schütt', 'david kraus', 'eric sax']"
1616,2408.10571,prompt-agnostic adversarial perturbation for customized diffusion models,cs.cv cs.ai,"diffusion models have revolutionized customized text-to-image generation, allowing for efficient synthesis of photos from personal data with textual descriptions. however, these advancements bring forth risks including privacy breaches and unauthorized replication of artworks. previous researches primarily center around using prompt-specific methods to generate adversarial examples to protect personal images, yet the effectiveness of existing methods is hindered by constrained adaptability to different prompts. in this paper, we introduce a prompt-agnostic adversarial perturbation (pap) method for customized diffusion models. pap first models the prompt distribution using a laplace approximation, and then produces prompt-agnostic perturbations by maximizing a disturbance expectation based on the modeled distribution. this approach effectively tackles the prompt-agnostic attacks, leading to improved defense stability. extensive experiments in face privacy and artistic style protection, demonstrate the superior generalization of our method in comparison to existing techniques.",,2024-08-20,,"['cong wan', 'yuhang he', 'xiang song', 'yihong gong']"
1617,2408.10572,a tutorial on explainable image classification for dementia stages using   convolutional neural network and gradient-weighted class activation mapping,eess.iv cs.ai cs.cv,"this paper presents a tutorial of an explainable approach using convolutional neural network (cnn) and gradient-weighted class activation mapping (grad-cam) to classify four progressive dementia stages based on open mri brain images. the detailed implementation steps are demonstrated with an explanation. whilst the proposed cnn architecture is demonstrated to achieve more than 99% accuracy for the test dataset, the computational procedure of cnn remains a black box. the visualisation based on grad-cam is attempted to explain such very high accuracy and may provide useful information for physicians. future motivation based on this work is discussed.",,2024-08-20,,['kevin kam fung yuen']
